id,name,city,country,street,postalCode,email,website,phone,formattedPhone,contacturl,latitude,longitude,sectors,services
29739,A.Leiser AG - Filiale Full-Reuenthal,Full-Reuenthal,Zwitserland,Rheinweg 199,5324,info@leiserag.ch,,+41 62 749 50 40,+41 62 749 50 40,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29739,47.6198812,8.2076784,"Agrarisch, Bouw & Infra, Groen",
78dca5d391a059de89f6cd2f481f7190,BayWa AG - Filiale Eislingen,Eislingen,Germany,Solitudestraße  3,73054,marcel.eigl@baywa.de,,49 7161 998830,49 7161 998830,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=78dca5d391a059de89f6cd2f481f7190,48.6991021,9.6861044,Agrarisch,Wielladers
29750,A.Leiser AG - Filiale Gohl,Gohl,Zwitserland,Unwillen 732,3553,info@leiserag.ch,,+41 62 749 50 40,+41 62 749 50 40,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29750,46.966116706626,7.8332976457991,"Agrarisch, Bouw & Infra, Groen",
d0a039ff11e5c434139a28e88c958f26,BayWa AG - Filiale Ehingen,Ehingen (Donau),Germany,Münsinger Str.  5,89584,marcel.eigl@baywa.de,,49 7391704410,49 7391704410,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=d0a039ff11e5c434139a28e88c958f26,48.2851305,9.7185763,Agrarisch,Wielladers
29744,A.Leiser AG - Filiale Lausen,Lausen,Zwitserland,Kanalstrasse 2,4415,info@leiserag.ch,,+41 62 749 50 40,+41 62 749 50 40,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29744,47.4714251,7.7677912,"Agrarisch, Bouw & Infra, Groen",
90c28f396f108668a604ffb25018ac42,BayWa AG - Filiale Engstingen,Engstingen,Germany,Erwin-Rommel-Straße  23,72829,marcel.eigl@baywa.de,,497129938060,497129938060,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=90c28f396f108668a604ffb25018ac42,48.3632878,9.265034,Agrarisch,Wielladers
29763,A.Leiser AG - Filiale Lenk im Simmental,Lenk,Zwitserland,Lenkstrasse 64,3775,info@leiserag.ch,,+41 62 749 50 40,+41 62 749 50 40,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29763,46.4646762,7.4409183,"Agrarisch, Bouw & Infra, Groen",
7412638a25437b76588e47514c37c45a,BayWa AG - Filiale Erlangen,Erlangen,Germany,Hilpertstraße  22,91052,andreas.stoecklein@baywa.de,,4991311206556,4991311206556,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=7412638a25437b76588e47514c37c45a,49.5868414,11.0033608,Agrarisch,Wielladers
29754,A.Leiser AG - Filiale Mülchi,Fraubrunnen,Zwitserland,Etzelkofenstrasse 1,3317,info@leiserag.ch,,+41 62 749 50 40,+41 62 749 50 40,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29754,47.0784615,7.5100237,"Agrarisch, Bouw & Infra, Groen",
7a9320d39f3d45e103bf74541a1dc477,BayWa AG - Filiale Gerolzhofen,Gerolzhofen,Germany,Frankenwinheimer Str. -3 1,97447,andreas.stoecklein@baywa.de,,499382316856,499382316856,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=7a9320d39f3d45e103bf74541a1dc477,49.9017659,10.3424035,Agrarisch,Wielladers
f1cfb73507847f5af040e67209908c6d,BayWa AG - Filiale Grassau,Grassau,Germany,Mitterbachweg  9,83224,Dewayne.Pettinato@baywa.de,,498641958412,498641958412,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=f1cfb73507847f5af040e67209908c6d,47.7805285,12.4482229,Agrarisch,Wielladers
29757,A.Leiser AG - Filiale Neuenegg,Neuenegg,Zwitserland,Austrasse 3,3176,info@leiserag.ch,,+41 62 749 50 40,+41 62 749 50 40,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29757,46.8947646,7.3047602,"Agrarisch, Bouw & Infra, Groen",
b0dcb913e8836a947bc2ae4a3ede2f8a,BayWa AG - Filiale Großostheim,Großostheim,Germany,Stockstädter Str.  27,63762,andreas.stoecklein@baywa.de,,4960269774450,4960269774450,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=b0dcb913e8836a947bc2ae4a3ede2f8a,49.9287883,9.0712576,Agrarisch,Wielladers
29745,A.Leiser AG - Filiale Neuenkirch,Neuenkirch,Zwitserland,Sonnmattgrund 3,6206,info@leiserag.ch,,+41 62 749 50 40,+41 62 749 50 40,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29745,47.0958175,8.22084,"Agrarisch, Bouw & Infra, Groen",
58e80fbefd1c121d69dc2f146d376f94,BayWa AG - Filiale Heilbronn,Heilbronn,Germany,Gottlieb-Daimler-Straße  59,74076,marcel.eigl@baywa.de,,497131765041,497131765041,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=58e80fbefd1c121d69dc2f146d376f94,49.158167,9.215099,Agrarisch,Wielladers
20783,A.Leiser AG - Filiale Reiden,Reiden,Zwitserland,Bruggmatte 6,6260,info@leiserag.ch,,+41 62 749 50 40,+41 62 749 50 40,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=20783,47.238542,7.9648102,"Agrarisch, Bouw & Infra, Groen",
dd15b539e5c48391f1be9fdac73333c6,BayWa AG - Filiale Ilsfeld,Ilsfeld,Germany,Schwabstraße  35,74360,marcel.eigl@baywa.de,,497062954412,497062954412,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=dd15b539e5c48391f1be9fdac73333c6,49.0529333,9.2510179,Agrarisch,Wielladers
29751,A.Leiser AG - Filiale Röthenbach im Emmental,Röthenbach im Emmental,Zwitserland,Heimenrütti 192A,3538,info@leiserag.ch,,+41 62 749 50 40,+41 62 749 50 40,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29751,46.8780694,7.7331791,"Agrarisch, Bouw & Infra, Groen",
7ff2196e5632511f0248ecf7a69feaf8,BayWa AG - Filiale Kitzingen,Kitzingen,Germany,Mozartstraße  9,97318,andreas.stoecklein@baywa.de,,499321937156,499321937156,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=7ff2196e5632511f0248ecf7a69feaf8,49.7323168,10.1769049,Agrarisch,Wielladers
29758,A.Leiser AG - Filiale Rüeggisberg,Rüeggisberg,Zwitserland,Bernstrasse 7,3088,info@leiserag.ch,,+41 62 749 50 40,+41 62 749 50 40,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29758,46.8229909,7.4489075,"Agrarisch, Bouw & Infra, Groen",
4164729778ba6274822ea29ca7266591,BayWa AG - Filiale Krumbach,Krumbach,Germany,Bahnhofstraße  78,86381,Dewayne.Pettinato@baywa.de,,498282888956,498282888956,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=4164729778ba6274822ea29ca7266591,48.2485864,10.3588398,Agrarisch,Wielladers
29762,A.Leiser AG - Filiale Spiez,Spiez,Zwitserland,11 33,3700,info@leiserag.ch,,+41 62 749 50 40,+41 62 749 50 40,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29762,46.6884826,7.6791524,"Agrarisch, Bouw & Infra, Groen",
5390f8846a711468a890164aef454f7d,BayWa AG - Filiale Mering,Mering,Germany,Unterberger Str.  9,86415,Dewayne.Pettinato@baywa.de,,498233735730,498233735730,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=5390f8846a711468a890164aef454f7d,48.2625294,10.9823995,Agrarisch,Wielladers
29752,A.Leiser AG - Filiale Utzigen,Vechigen,Zwitserland,Spirchen 141,3068,info@leiserag.ch,,+41 62 749 50 40,+41 62 749 50 40,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29752,46.9651105,7.5720512,"Agrarisch, Bouw & Infra, Groen",
99daff9dc2c13df0f92cbe31d4bc22dd,BayWa AG - Filiale Mühlhausen,Mühlhausen,Germany,Mühlweiher  20,96172,andreas.stoecklein@baywa.de,,499548982010,499548982010,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=99daff9dc2c13df0f92cbe31d4bc22dd,49.7515866,10.7665065,Agrarisch,Wielladers
29756,A.Leiser AG - Filiale Worben,Worben,Zwitserland,Busswilstrasse 23,3252,info@leiserag.ch,,+41 62 749 50 40,+41 62 749 50 40,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29756,47.0990074,7.2935777,"Agrarisch, Bouw & Infra, Groen",
0175c5e261699e13c7ba2460bb2e8893,BayWa AG - Filiale Öttingen in Bayern,Öttingen in Bayern,Germany,Heinz-Waldenmaier-Straße  8,86732,Dewayne.Pettinato@baywa.de,,49908270556,49908270556,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=0175c5e261699e13c7ba2460bb2e8893,48.9447126,10.6043077,Agrarisch,Wielladers
27233,A.Tammel AS,Jõgeva,Estland, ,48303,info@atammel.ee,,372 7768 046,372 7768 046,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=27233,58.7407219,26.3984461,"Agrarisch, Bouw & Infra, Groen",
2f07ac26d643e097e59d77961ebf3138,BayWa AG - Filiale Pfatter,Pfatter,Germany,Straubinger Str.  14,93102,Erik.Roeckle@baywa.de,,499481940351,499481940351,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=2f07ac26d643e097e59d77961ebf3138,48.9632688,12.3869855,Agrarisch,Wielladers
29768,Aggeler AG - Filiale Barzheim,Thayngen,Zwitserland,Im Dorf 43,8241,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29768,47.759865,8.7205104,"Agrarisch, Bouw & Infra, Groen",Wielladers
ad1bd9da31003a20b2d133aae998fa3f,BayWa AG - Filiale Schamhaupten,Altmannstein,Germany,St-Georg Str.  6,93336,Erik.Roeckle@baywa.de,,499446902356,499446902356,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=ad1bd9da31003a20b2d133aae998fa3f,48.9139826,11.5999851,Agrarisch,Wielladers
29770,Aggeler AG - Filiale Birwinken,Birwinken,Zwitserland,Löwenstrasse 3,8585,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29770,47.5819974,9.1968252,"Agrarisch, Bouw & Infra, Groen",Wielladers
c7890689efc9d70cfdced468e7b1c026,BayWa AG - Filiale Scheßlitz,Scheßlitz,Germany,Bamberger Str. 23,96110,andreas.stoecklein@baywa.de,,499367982060,499367982060,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=c7890689efc9d70cfdced468e7b1c026,49.9745037,11.0335991,Agrarisch,Wielladers
29769,Aggeler AG - Filiale Bülach,Bülach,Zwitserland,Nussbaumen 678,8180,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29769,47.530592,8.5551078,"Agrarisch, Bouw & Infra, Groen",Wielladers
77ea2d81fc8e58ecb7894442d38372ea,BayWa AG - Filiale Schwäbisch Gmünd,Schwäbisch Gmünd,Germany,Liasstraße  5,73527,marcel.eigl@baywa.de,,497171350738,497171350738,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=77ea2d81fc8e58ecb7894442d38372ea,48.8240853,9.8503484,Agrarisch,Wielladers
29776,Aggeler AG - Filiale Dietfurt,Bütschwil-Ganterschwil,Zwitserland,Feldeck 17,9615,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29776,47.3489224,9.0803703,"Agrarisch, Bouw & Infra, Groen",Wielladers
6832ab5b5d50f0b9c706ac07d5e0c4e5,BayWa AG - Filiale Schwarzenfeld,Schwarzenfeld,Germany,Max-Planck-Straße  1,92521,Erik.Roeckle@baywa.de,,4994353006051,4994353006051,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=6832ab5b5d50f0b9c706ac07d5e0c4e5,49.3897728,12.116315,Agrarisch,Wielladers
29778,Aggeler AG - Filiale Hombrechtikon,Hombrechtikon,Zwitserland,Hueb 4,8634,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29778,47.2679239,8.7678046,"Agrarisch, Bouw & Infra, Groen",Wielladers
3b0ec55efbf7d227a69483a570a97fa9,BayWa AG - Filiale Sielenbach,Sielenbach,Germany,Lichtstraße  3,86577,Dewayne.Pettinato@baywa.de,,498258997900,498258997900,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=3b0ec55efbf7d227a69483a570a97fa9,48.3986439,11.1540363,Agrarisch,Wielladers
29780,Aggeler AG - Filiale Kaltbrunn,Kaltbrunn,Zwitserland,Benknerstrasse 62,8722,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29780,47.208106,9.020204,"Agrarisch, Bouw & Infra, Groen",Wielladers
f7965719186b318fedf1cef89cbab9d2,BayWa AG - Filiale Taimering-Riekhofen,Riekofen,Germany,Am bhf  11,93104,Erik.Roeckle@baywa.de,,49948093820,49948093820,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=f7965719186b318fedf1cef89cbab9d2,48.91255,12.30883,Agrarisch,Wielladers
29784,Aggeler AG - Filiale Maienfeld,Maienfeld,Zwitserland,Industriestrasse 1,7304,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29784,47.0026154,9.527371,"Agrarisch, Bouw & Infra, Groen",Wielladers
9b5e7add93317ce8a4038d4cc71dee77,BayWa AG - Filiale Thiersheim,Thiersheim,Germany,Bahnhofstraße  28,95707,andreas.stoecklein@baywa.de,,49923377480,49923377480,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=9b5e7add93317ce8a4038d4cc71dee77,50.0774554,12.120407,Agrarisch,Wielladers
29777,Aggeler AG - Filiale Marbach,Marbach,Zwitserland,Bahnhofstrasse 26,9437,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29777,47.3916016,9.5813234,"Agrarisch, Bouw & Infra, Groen",Wielladers
119e6b5afcf3314a8997b7e3525aefab,BayWa AG - Filiale Thalmässing,Thalmässing,Germany,Ziegelweg  3,91177,andreas.stoecklein@baywa.de,,499173793411,499173793411,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=119e6b5afcf3314a8997b7e3525aefab,49.0879724,11.2143139,Agrarisch,Wielladers
29783,Aggeler AG - Filiale Mels,Mels,Zwitserland,Zeughausstrasse 30,8887,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29783,47.0557942,9.4101346,"Agrarisch, Bouw & Infra, Groen",Wielladers
c33ffaa1cea0ab5761a0c20e1cf4c8f0,BayWa AG - Filiale Unterpleichfeld,Unterpleichfeld,Germany,An d. Windmühle  3,97294,andreas.stoecklein@baywa.de,,499367982060,499367982060,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=c33ffaa1cea0ab5761a0c20e1cf4c8f0,49.8631078,10.0425245,Agrarisch,Wielladers
29772,Aggeler AG - Filiale Mettlen,Bussnang,Zwitserland,Furtbachweg 5,9517,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29772,47.5340393,9.1209267,"Agrarisch, Bouw & Infra, Groen",Wielladers
ab9e25c71ea627cb2265999b67a0e414,BayWa AG - Filiale Wiesentheid,Wiesentheid,Germany,Rüdenhausener Str.  2,97353,andreas.stoecklein@baywa.de,,499383909856,499383909856,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=ab9e25c71ea627cb2265999b67a0e414,49.7879743,10.3398714,Agrarisch,Wielladers
29785,Aggeler AG - Filiale Maienfeld,Glarus,Zwitserland,Kleinzaun 29,8754,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29785,47.0711869,9.0602939,"Agrarisch, Bouw & Infra, Groen",Wielladers
9333291f18d6cbae2ad4ae291b44f943,BayWa AG - Filiale Großenhain,Großenhain,Germany,Mülbitzer Str.  13,1558,Bruno.Planitz@baywa.de,,49352482150,49352482150,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=9333291f18d6cbae2ad4ae291b44f943,51.2811947,13.5213421,Agrarisch,Wielladers
29773,Aggeler AG - Filiale Schwarzenbach,Rickenbach,Zwitserland,Bleiken 1,9536,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29773,47.445602,9.0605804,"Agrarisch, Bouw & Infra, Groen",Wielladers
ac47801944629583c30c6c98b0680947,BayWa AG - Filiale Forstzentrum Lübben,Lübben,Germany,An der B 320,15907,Bruno.Planitz@baywa.de,,4935468439,4935468439,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=ac47801944629583c30c6c98b0680947,51.9458566,13.9587128,Agrarisch,Wielladers
20784,Aggeler AG - Filiale Steinebrunn,Egnach,Zwitserland,Amriswilerstrasse 49,9314,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=20784,47.5334216,9.3494554,"Agrarisch, Bouw & Infra, Groen","Verdichtingsmachines, Wielladers"
d4a774afb05dac16948c01335f44164d,Jürgen Fethke Friedhofstechnik (B-Händler BayWa Sachsen),Grünhainichen,Germany,Chemnitzer Str.  4,9579,Bruno.Planitz@baywa.de,,49372941612,49372941612,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=d4a774afb05dac16948c01335f44164d,50.7728741,13.163414,Agrarisch,Wielladers
29782,Aggeler AG - Filiale Triesenberg,Triesenberg,Liechtenstein,Hegastrasse 69,9497,info@aggeler.ch,,41(0)71 477 28 28,41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29782,47.1135365,9.5421502,"Agrarisch, Bouw & Infra, Groen",Wielladers
e9844c36c8cc904cbd0d1e948e9efd2f,HOWA Landtechnik GmbH (B-Händler BayWa Franken),Neusorg,Germany,Bayreuther Str.  12,95700,Andreas.Stoecklein@baywa.de,,4992348159,4992348159,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=e9844c36c8cc904cbd0d1e948e9efd2f,49.930633,11.9678543,Agrarisch,Wielladers
29781,Aggeler AG - Filiale Tscherlach,Walenstadt,Zwitserland,Dorfstrasse 22,9657,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29781,47.1169396,9.3328082,"Agrarisch, Bouw & Infra, Groen",Wielladers
2c1cfdb67a891dcbb0ee88dfe63bf654,BAG Hohenlohe-Raiffeisen eG (B-Händler BayWa Württemberg),Schwäbisch Hall,Germany,Ritterstraße  4,74523,marcel.eigl@baywa.de,,49915070,49915070,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=2c1cfdb67a891dcbb0ee88dfe63bf654,49.1061312,9.7325924,Agrarisch,Wielladers
29779,Aggeler AG - Filiale Wädenswil,Wädenswil,Zwitserland,Burstel 6,8820,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29779,47.2255486,8.6257708,"Agrarisch, Bouw & Infra, Groen",Wielladers
503717f27adef966c3bafd1303177478,D. Lankhorst Co. GmbH - Neuenkirchen / Bramsche,Neuenkirchen,Duitsland,Uhlenbrock  3,49586,Hendrik.Oudehinkel@Lankhorst.de,,49 5465 203 110,49 5465 203 110,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=503717f27adef966c3bafd1303177478,52.4224579,7.8472669,Agrarisch,
29774,Aggeler AG - Filiale Wila,Wila,Zwitserland,Schweissrütistrasse 6,8492,,,+41(0)71 477 28 28,+41(0)71 477 28 28,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=29774,47.4170267,8.8507085,"Agrarisch, Bouw & Infra, Groen",Wielladers
1dbb316bf123326bb57ad22bae126e88,Harald Bruhns GmbH,Trinwillershagen,Germany,Hof  4,18320,s.schilke@bruhns-karstaedt.de,,493822530770,493822530770,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=1dbb316bf123326bb57ad22bae126e88,54.2208847,12.6814185,Agrarisch,Wielladers
20723,Agrartechnik Vandormael,Mückeln,Germany,Am Brandenbüsch 1,54558,norbert.dingels@tc-dingels.de,,,,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=20723,50.0933694,6.9167573,Agrarisch,Wielladers
4e5d28e0ded40f9ccc551b337c7004f0,Harald Bruhns GmbH,Oberkrämer,Germany,Im Gewerbepark D 3,16727,s.schilke@bruhns-karstaedt.de,,4933042016600,4933042016600,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=4e5d28e0ded40f9ccc551b337c7004f0,52.7101491,13.1122139,Agrarisch,Wielladers
26507,AGRAVIS Technik BvL GmbH - Filiale Ascheberg,Ascheberg,Germany,Raiffeisenstraße 23b,59387,andreas.hohenloechter@agravis.de,,,,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=26507,51.7874679,7.6039727,Agrarisch,
54fec0ec7deac41553407be05c5bcfd5,Jäger Nutzfahrzeuge GmbH,Neustadt,Germany,Heppenheimer Str.  15,68623,meinsystempartner@kiesel.net,,496256527,496256527,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=54fec0ec7deac41553407be05c5bcfd5,50.0401324,8.2437686,"Bouw & Infra, Groen",Wielladers
26506,AGRAVIS Technik BvL GmbH - Filiale Coesfeld,Coesfeld,Germany,Osterwicker Straße 91B,48653,andreas.hohenloechter@agravis.de,,,,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=26506,51.9565975,7.1788231,Agrarisch,
e8229860087e225e060f9480846b34b9,LTZ Landtechnikzentrum,Hartmannsdorf,Germany,Mühlauer Str.  11,9232,Bruno.Planitz@baywa.de,,49372289070,49372289070,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=e8229860087e225e060f9480846b34b9,50.8979505,12.7877043,Agrarisch,Wielladers
26508,AGRAVIS Technik BvL GmbH - Filiale Ladbergen,Ladbergen,Germany,Rickermanns Esch 4,49549,andreas.hohenloechter@agravis.de,,,,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=26508,52.1466853,7.7380995,Agrarisch,
897bd28ee92978429337f1c261a3b7da,Newtec -Filiale Coppenbrügge,Coppenbrügge,Germany,Alte Heerstraße  26,31863,dirk.irmscher@newtec.info,,49515678550,49515678550,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=897bd28ee92978429337f1c261a3b7da,52.1135495,9.558477,Agrarisch,Wielladers
26509,AGRAVIS Technik BvL GmbH - Filiale Olfen,Olfen,Germany,Gottlieb-Daimler-Straße 6,59399,andreas.hohenloechter@agravis.de,,,,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=26509,51.7003647,7.3810065,Agrarisch,
27c594d2ccc0a343f7e7ec76da335e97,Newtec -Filiale Duderstadt,Duderstadt,Germany,Schöneberger Str.  10,37115,dirk.irmscher@newtec.info,,49552798460,49552798460,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=27c594d2ccc0a343f7e7ec76da335e97,51.514475,10.2445892,Agrarisch,Wielladers
5b916438b780469a51a31ec18b4721a0,Newtec -Filiale Schöppenstedt,Schöppenstedt,Germany,Neue Str.  28,38170,dirk.irmscher@newtec.info,,49533296800,49533296800,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=5b916438b780469a51a31ec18b4721a0,52.1439514,10.7886774,Agrarisch,Wielladers
21162,AGRAVIS Technik Saltenbrock GmbH - Erndtebrück,Erndtebrück,Germany,Zum Auerain 2,57339,Matthias.Kuhlmann@agravis.de,,49258693240,49258693240,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=21162,51.0091363,8.2597161,Agrarisch,
e4587c33f5cbe6badea1e06826e2bee2,Newtec -Filiale Bismark,Bismark (Altmark),Germany,Stendaler Str.  4,39629,dirk.irmscher@newtec.info,,49390899730,49390899730,https://www.tobroco-giant.com/nl/contacteer-dealer?dealer=e4587c33f5cbe6badea1e06826e2bee2,52.6611585,11.5585963,Agrarisch,Wielladers
